record_id,type_of_reference,title,abstract,authors,language,keywords,doi
6363,JOUR,[The inactivation of viruses in sewage sludge treatment].,,"[""{'author': 'Traub, F', 'author_abbreviated': 'Traub F', 'first_name': 'F', 'last_name': 'Traub'}"", ""{'author': 'Spillmann, S K', 'author_abbreviated': 'Spillmann SK', 'first_name': 'S K', 'last_name': 'Spillmann'}"", ""{'author': 'Schwyzer, M', 'author_abbreviated': 'Schwyzer M', 'first_name': 'M', 'last_name': 'Schwyzer'}"", ""{'author': 'Wyler, R', 'author_abbreviated': 'Wyler R', 'first_name': 'R', 'last_name': 'Wyler'}""]",ger,,
6395,JOUR,Cryptosporidiosis and routine parasitological diagnosis.,,"[""{'author': 'Tzipori, S', 'author_abbreviated': 'Tzipori S', 'first_name': 'S', 'last_name': 'Tzipori'}""]",eng,,10.1093/infdis/156.1.248
6397,JOUR,"Rotaviruses in infants with diarrhea studied by viral RNA electrophoresis in Ankara, Turkey.",,"[""{'author': 'Ceyhan, M', 'author_abbreviated': 'Ceyhan M', 'first_name': 'M', 'last_name': 'Ceyhan'}"", ""{'author': 'Kanra, G', 'author_abbreviated': 'Kanra G', 'first_name': 'G', 'last_name': 'Kanra'}"", ""{'author': 'Yeniay, I', 'author_abbreviated': 'Yeniay I', 'first_name': 'I', 'last_name': 'Yeniay'}"", ""{'author': 'Ciliv, G', 'author_abbreviated': 'Ciliv G', 'first_name': 'G', 'last_name': 'Ciliv'}"", ""{'author': 'Vesikari, T', 'author_abbreviated': 'Vesikari T', 'first_name': 'T', 'last_name': 'Vesikari'}""]",eng,"['Asia', '*Bacterial And Fungal Diseases', 'Delivery Of Health Care', 'Demographic Factors', 'Developing Countries', 'Diarrhea', '*Diarrhea, Infantile', 'Diseases', 'Economic Factors', 'Examinations And Diagnoses', 'Health', 'Health Services', 'Immunization', 'Infections', '*Laboratory Examinations And Diagnoses', 'Mediterranean Countries', 'Population', 'Population Characteristics', 'Population Dynamics', 'Primary Health Care', '*Seasonal Variation', '*Standard Of Living', 'Turkey', '*Urban Population', '*Vaccination', '*Viral Diseases', 'Western Asia']",
6398,JOUR,[Prevalence of enteropathogenic agents in the acute diarrheal syndrome in hospitalized and outpatient children].,,"[""{'author': 'Prado, V', 'author_abbreviated': 'Prado V', 'first_name': 'V', 'last_name': 'Prado'}"", ""{'author': 'Siri, M T', 'author_abbreviated': 'Siri MT', 'first_name': 'M T', 'last_name': 'Siri'}"", ""{'author': 'Avendaño, L F', 'author_abbreviated': 'Avendaño LF', 'first_name': 'L F', 'last_name': 'Avendaño'}"", ""{'author': 'Braun, S', 'author_abbreviated': 'Braun S', 'first_name': 'S', 'last_name': 'Braun'}"", ""{'author': 'Marambio, E', 'author_abbreviated': 'Marambio E', 'first_name': 'E', 'last_name': 'Marambio'}"", ""{'author': 'Jorquera, I', 'author_abbreviated': 'Jorquera I', 'first_name': 'I', 'last_name': 'Jorquera'}"", ""{'author': 'Reyes, L', 'author_abbreviated': 'Reyes L', 'first_name': 'L', 'last_name': 'Reyes'}"", ""{'author': 'Martínez, J', 'author_abbreviated': 'Martínez J', 'first_name': 'J', 'last_name': 'Martínez'}"", ""{'author': 'Mamani, N', 'author_abbreviated': 'Mamani N', 'first_name': 'N', 'last_name': 'Mamani'}""]",spa,,
6406,JOUR,Research on Aeromonas and Plesiomonas. III. Enteric infections.,,,eng,,
6412,JOUR,Identification of human rotaviruses in stools from children with gastroenteritis.,,"[""{'author': 'Lee, C N', 'author_abbreviated': 'Lee CN', 'first_name': 'C N', 'last_name': 'Lee'}"", ""{'author': 'Kao, C L', 'author_abbreviated': 'Kao CL', 'first_name': 'C L', 'last_name': 'Kao'}"", ""{'author': 'Pai, J A', 'author_abbreviated': 'Pai JA', 'first_name': 'J A', 'last_name': 'Pai'}"", ""{'author': 'Chang, M H', 'author_abbreviated': 'Chang MH', 'first_name': 'M H', 'last_name': 'Chang'}"", ""{'author': 'Lee, C Y', 'author_abbreviated': 'Lee CY', 'first_name': 'C Y', 'last_name': 'Lee'}""]",eng,,
6419,JOUR,AIDS and Africa.,,"[""{'author': 'Nunn, P', 'author_abbreviated': 'Nunn P', 'first_name': 'P', 'last_name': 'Nunn'}""]",eng,"['*Acquired Immunodeficiency Syndrome', 'Africa', '*Africa South Of The Sahara', 'Americas', '*Bacterial And Fungal Diseases', '*Communicable Diseases', '*Comparative Studies', 'Developed Countries', 'Developing Countries', 'Diseases', '*Epidemiologic Methods', 'Europe', 'Hiv Infections', 'Infections', 'Measurement', 'North America', '*Northern America', '*Prevalence', 'Reproductive Tract Infections', 'Research Methodology', '*Sexually Transmitted Diseases', 'Studies', 'United States', '*Viral Diseases']",
6430,JOUR,[Effect of NaCl on the survival of Campylobacter jejuni at a temperature of 20 degrees Centigrade].,,"[""{'author': 'Dabrowski, J', 'author_abbreviated': 'Dabrowski J', 'first_name': 'J', 'last_name': 'Dabrowski'}""]",pol,,
6435,JOUR,Seasonal prevalence of Cryptosporidium associated diarrhoea in young children.,,"[""{'author': 'Miller, N M', 'author_abbreviated': 'Miller NM', 'first_name': 'N M', 'last_name': 'Miller'}"", ""{'author': 'van den Ende, J', 'author_abbreviated': 'van den Ende J', 'first_name': 'J', 'last_name': 'van den Ende'}""]",eng,,
6441,JOUR,"[Hospital infection caused by rotaviruses in infants, Santiago, Chile].",,"[""{'author': 'Barraza, P', 'author_abbreviated': 'Barraza P', 'first_name': 'P', 'last_name': 'Barraza'}"", ""{'author': 'Avendaño, L F', 'author_abbreviated': 'Avendaño LF', 'first_name': 'L F', 'last_name': 'Avendaño'}"", ""{'author': 'Spencer, E', 'author_abbreviated': 'Spencer E', 'first_name': 'E', 'last_name': 'Spencer'}"", ""{'author': 'Calderón, A', 'author_abbreviated': 'Calderón A', 'first_name': 'A', 'last_name': 'Calderón'}"", ""{'author': 'Prenzel, I', 'author_abbreviated': 'Prenzel I', 'first_name': 'I', 'last_name': 'Prenzel'}"", ""{'author': 'Duarte, E', 'author_abbreviated': 'Duarte E', 'first_name': 'E', 'last_name': 'Duarte'}""]",spa,,
6442,JOUR,[Role of thermophilic strains of Campylobacter in infections of the digestive system].,,"[""{'author': 'Rozynek, E', 'author_abbreviated': 'Rozynek E', 'first_name': 'E', 'last_name': 'Rozynek'}"", ""{'author': 'Dzierzanowska, D', 'author_abbreviated': 'Dzierzanowska D', 'first_name': 'D', 'last_name': 'Dzierzanowska'}"", ""{'author': 'Sieniawska, E', 'author_abbreviated': 'Sieniawska E', 'first_name': 'E', 'last_name': 'Sieniawska'}"", ""{'author': 'Orłowski, L', 'author_abbreviated': 'Orłowski L', 'first_name': 'L', 'last_name': 'Orłowski'}"", ""{'author': 'Sedzielska, B', 'author_abbreviated': 'Sedzielska B', 'first_name': 'B', 'last_name': 'Sedzielska'}""]",pol,,
6443,JOUR,The Gambia and Bangladesh: the seasons and diarrhoea.,,"[""{'author': 'Rowland, M G', 'author_abbreviated': 'Rowland MG', 'first_name': 'M G', 'last_name': 'Rowland'}""]",eng,"['Africa', '*Africa South Of The Sahara', 'Asia', 'Bangladesh', '*Biology', 'Breast Feeding', '*Carrying Capacity', 'Demographic Factors', 'Developing Countries', '*Diarrhea, Infantile--etiology', '*Diarrhea--etiology', '*Diseases', 'Education', 'English Speaking Africa', 'Environment', 'Gambia', '*Gastrointestinal Effects', '*Health', 'Health Education', 'Hygiene', '*Incidence', 'Infant Nutrition', 'Maternal Nutrition', '*Measurement', '*Natural Resources', 'Nutrition', 'Physiology', '*Population', '*Population Dynamics', '*Prevalence', '*Public Health', 'Research Methodology', '*Sanitation', '*Seasonal Variation', 'Socioeconomic Factors', '*Southern Asia', '*Water Supply', 'Weaning', '*Western Africa']",
6462,JOUR,[Acquired immunodeficiency syndrome (AIDS) in the African environment].,,"[""{'author': 'Kornaszewski, W', 'author_abbreviated': 'Kornaszewski W', 'first_name': 'W', 'last_name': 'Kornaszewski'}"", ""{'author': 'Kornaszewska, M', 'author_abbreviated': 'Kornaszewska M', 'first_name': 'M', 'last_name': 'Kornaszewska'}"", ""{'author': 'Skotnicki, A B', 'author_abbreviated': 'Skotnicki AB', 'first_name': 'A B', 'last_name': 'Skotnicki'}""]",pol,"['*Acquired Immunodeficiency Syndrome', 'Africa', 'Africa South Of The Sahara', '*Bacterial And Fungal Diseases', 'Demographic Factors', 'Developing Countries', 'Diseases', 'French Speaking Africa', 'Hiv Infections', 'Infections', 'Marriage', '*Marriage Patterns', 'Middle Africa', 'Nuptiality', 'Population', 'Population Characteristics', '*Sex Factors', '*Signs And Symptoms', 'Viral Diseases', '*Zaire']",
6475,JOUR,Further study of the epidemiology of rotavirus infection in Tokyo.,,"[""{'author': 'Ushijima, H', 'author_abbreviated': 'Ushijima H', 'first_name': 'H', 'last_name': 'Ushijima'}"", ""{'author': 'Kim, B', 'author_abbreviated': 'Kim B', 'first_name': 'B', 'last_name': 'Kim'}"", ""{'author': 'Shinozaki, T', 'author_abbreviated': 'Shinozaki T', 'first_name': 'T', 'last_name': 'Shinozaki'}"", ""{'author': 'Araki, K', 'author_abbreviated': 'Araki K', 'first_name': 'K', 'last_name': 'Araki'}"", ""{'author': 'Kondo, Y', 'author_abbreviated': 'Kondo Y', 'first_name': 'Y', 'last_name': 'Kondo'}"", ""{'author': 'Fujii, R', 'author_abbreviated': 'Fujii R', 'first_name': 'R', 'last_name': 'Fujii'}""]",eng,,10.1007/BF00441890
6479,JOUR,"The relative importance of various enteropathogens as a cause of diarrhoea in hospitalized children in Chiang Mai, Thailand.",,"[""{'author': 'Poocharoen, L', 'author_abbreviated': 'Poocharoen L', 'first_name': 'L', 'last_name': 'Poocharoen'}"", ""{'author': 'Bruin, C W', 'author_abbreviated': 'Bruin CW', 'first_name': 'C W', 'last_name': 'Bruin'}"", ""{'author': 'Sirisanthana, V', 'author_abbreviated': 'Sirisanthana V', 'first_name': 'V', 'last_name': 'Sirisanthana'}"", ""{'author': 'Vannareumol, P', 'author_abbreviated': 'Vannareumol P', 'first_name': 'P', 'last_name': 'Vannareumol'}"", ""{'author': 'Leechanachai, P', 'author_abbreviated': 'Leechanachai P', 'first_name': 'P', 'last_name': 'Leechanachai'}"", ""{'author': 'Sukhavat, K', 'author_abbreviated': 'Sukhavat K', 'first_name': 'K', 'last_name': 'Sukhavat'}""]",eng,"['Asia', '*Bacterial And Fungal Diseases', 'Biology', 'Developing Countries', '*Diarrhea, Infantile--etiology', '*Diarrhea--etiology', '*Diseases', '*Epidemiologic Methods', '*Gastrointestinal Effects', 'Infections', '*Parasitic Diseases', 'Physiology', 'Research Methodology', '*Research Report', 'Seasonal Variation', 'Signs And Symptoms', '*Southeastern Asia', 'Thailand', '*Viral Diseases']",
6481,JOUR,Effect of simulated poor specimen handling on ELISA for rotavirus detection.,,"[""{'author': 'Arya, S C', 'author_abbreviated': 'Arya SC', 'first_name': 'S C', 'last_name': 'Arya'}"", ""{'author': 'Parande, C M', 'author_abbreviated': 'Parande CM', 'first_name': 'C M', 'last_name': 'Parande'}""]",eng,,
6492,JOUR,Clinical profile of rotavirus enteritis in Ethiopian children.,,"[""{'author': 'Muhe, L', 'author_abbreviated': 'Muhe L', 'first_name': 'L', 'last_name': 'Muhe'}"", ""{'author': 'Fredrikzon, B', 'author_abbreviated': 'Fredrikzon B', 'first_name': 'B', 'last_name': 'Fredrikzon'}"", ""{'author': 'Habte, D', 'author_abbreviated': 'Habte D', 'first_name': 'D', 'last_name': 'Habte'}""]",eng,,
6511,JOUR,[Human rotavirus].,,"[""{'author': 'Konno, T', 'author_abbreviated': 'Konno T', 'first_name': 'T', 'last_name': 'Konno'}""]",jpn,,10.2222/jsv.35.123
6516,JOUR,"Economic cultivation of ""thermophilic"" Campylobacter spp.",,"[""{'author': 'Ribeiro, C D', 'author_abbreviated': 'Ribeiro CD', 'first_name': 'C D', 'last_name': 'Ribeiro'}"", ""{'author': 'Marks, J', 'author_abbreviated': 'Marks J', 'first_name': 'J', 'last_name': 'Marks'}"", ""{'author': 'Grimshaw, A D', 'author_abbreviated': 'Grimshaw AD', 'first_name': 'A D', 'last_name': 'Grimshaw'}""]",eng,,10.1136/jcp.38.11.1311
6521,JOUR,[Seasonal distribution of Campylobacter jejuni and Campylobacter coli (1 September 1982--31 August 1983)].,,"[""{'author': 'Kalenić, S', 'author_abbreviated': 'Kalenić S', 'first_name': 'S', 'last_name': 'Kalenić'}"", ""{'author': 'Gmajnicki, B', 'author_abbreviated': 'Gmajnicki B', 'first_name': 'B', 'last_name': 'Gmajnicki'}"", ""{'author': 'Milaković-Novak, L', 'author_abbreviated': 'Milaković-Novak L', 'first_name': 'L', 'last_name': 'Milaković-Novak'}"", ""{'author': 'Baklaić, Z', 'author_abbreviated': 'Baklaić Z', 'first_name': 'Z', 'last_name': 'Baklaić'}"", ""{'author': 'Vodopija, I', 'author_abbreviated': 'Vodopija I', 'first_name': 'I', 'last_name': 'Vodopija'}"", ""{'author': 'Skirrow, M B', 'author_abbreviated': 'Skirrow MB', 'first_name': 'M B', 'last_name': 'Skirrow'}""]",hrv,,
6527,JOUR,Campylobacter enteritis in British Columbia--a 30 month study.,,"[""{'author': 'Coles, B M', 'author_abbreviated': 'Coles BM', 'first_name': 'B M', 'last_name': 'Coles'}"", ""{'author': 'Tanner, K', 'author_abbreviated': 'Tanner K', 'first_name': 'K', 'last_name': 'Tanner'}"", ""{'author': 'McMyne, P', 'author_abbreviated': 'McMyne P', 'first_name': 'P', 'last_name': 'McMyne'}"", ""{'author': 'Matheson, T', 'author_abbreviated': 'Matheson T', 'first_name': 'T', 'last_name': 'Matheson'}"", ""{'author': 'Black, W A', 'author_abbreviated': 'Black WA', 'first_name': 'W A', 'last_name': 'Black'}""]",eng,,
6533,JOUR,Serum antibodies to heat-labile enterotoxin of Campylobacter jejuni.,,"[""{'author': 'Ruiz-Palacios, G M', 'author_abbreviated': 'Ruiz-Palacios GM', 'first_name': 'G M', 'last_name': 'Ruiz-Palacios'}"", ""{'author': 'López-Vidal, Y', 'author_abbreviated': 'López-Vidal Y', 'first_name': 'Y', 'last_name': 'López-Vidal'}"", ""{'author': 'Torres, J', 'author_abbreviated': 'Torres J', 'first_name': 'J', 'last_name': 'Torres'}"", ""{'author': 'Torres, N', 'author_abbreviated': 'Torres N', 'first_name': 'N', 'last_name': 'Torres'}""]",eng,,10.1093/infdis/152.2.413
6539,JOUR,Rotavirus & bacterial enteropathogens in acute diarrhoeas of young children in Bangalore.,,"[""{'author': 'Bhat, P', 'author_abbreviated': 'Bhat P', 'first_name': 'P', 'last_name': 'Bhat'}"", ""{'author': 'Macaden, R', 'author_abbreviated': 'Macaden R', 'first_name': 'R', 'last_name': 'Macaden'}"", ""{'author': 'Unnykrishnan, P', 'author_abbreviated': 'Unnykrishnan P', 'first_name': 'P', 'last_name': 'Unnykrishnan'}"", ""{'author': 'Rao, H G', 'author_abbreviated': 'Rao HG', 'first_name': 'H G', 'last_name': 'Rao'}""]",eng,,
6541,JOUR,Dessication resistance in thermotolerant Campylobacter species.,,"[""{'author': 'Fernández, H', 'author_abbreviated': 'Fernández H', 'first_name': 'H', 'last_name': 'Fernández'}"", ""{'author': 'Vergara, M', 'author_abbreviated': 'Vergara M', 'first_name': 'M', 'last_name': 'Vergara'}"", ""{'author': 'Tapia, F', 'author_abbreviated': 'Tapia F', 'first_name': 'F', 'last_name': 'Tapia'}""]",eng,,10.1007/BF01642813
6546,JOUR,"Acute enteritis associated with rotavirus presence in Brazilian children: evaluations on prevalence, therapy and age group.",,"[""{'author': 'Coiro, J R', 'author_abbreviated': 'Coiro JR', 'first_name': 'J R', 'last_name': 'Coiro'}"", ""{'author': 'De Almeida Neto, A J', 'author_abbreviated': 'De Almeida Neto AJ', 'first_name': 'A J', 'last_name': 'De Almeida Neto'}"", ""{'author': 'Heuser, M C', 'author_abbreviated': 'Heuser MC', 'first_name': 'M C', 'last_name': 'Heuser'}"", ""{'author': 'Bendati, M M', 'author_abbreviated': 'Bendati MM', 'first_name': 'M M', 'last_name': 'Bendati'}"", ""{'author': 'Vasconcellos, V L', 'author_abbreviated': 'Vasconcellos VL', 'first_name': 'V L', 'last_name': 'Vasconcellos'}""]",eng,,
6550,JOUR,[Intestinal Campylobacter jejuni infection in Chilean infants].,,"[""{'author': 'Prado, V', 'author_abbreviated': 'Prado V', 'first_name': 'V', 'last_name': 'Prado'}"", ""{'author': 'Martínez, J', 'author_abbreviated': 'Martínez J', 'first_name': 'J', 'last_name': 'Martínez'}"", ""{'author': 'Reyes, L', 'author_abbreviated': 'Reyes L', 'first_name': 'L', 'last_name': 'Reyes'}"", ""{'author': 'Ducheylard, M', 'author_abbreviated': 'Ducheylard M', 'first_name': 'M', 'last_name': 'Ducheylard'}"", ""{'author': 'Bercovich, M', 'author_abbreviated': 'Bercovich M', 'first_name': 'M', 'last_name': 'Bercovich'}"", ""{'author': 'Millán, V', 'author_abbreviated': 'Millán V', 'first_name': 'V', 'last_name': 'Millán'}"", ""{'author': 'Dib, G', 'author_abbreviated': 'Dib G', 'first_name': 'G', 'last_name': 'Dib'}"", ""{'author': 'Alvarez, S', 'author_abbreviated': 'Alvarez S', 'first_name': 'S', 'last_name': 'Alvarez'}""]",spa,,
6553,JOUR,Urease-positive thermophilic campylobacters.,,"[""{'author': 'Bolton, F J', 'author_abbreviated': 'Bolton FJ', 'first_name': 'F J', 'last_name': 'Bolton'}"", ""{'author': 'Holt, A V', 'author_abbreviated': 'Holt AV', 'first_name': 'A V', 'last_name': 'Holt'}"", ""{'author': 'Hutchinson, D N', 'author_abbreviated': 'Hutchinson DN', 'first_name': 'D N', 'last_name': 'Hutchinson'}""]",eng,,10.1016/s0140-6736(85)92898-3
6556,JOUR,[Campylobacter infections].,,"[""{'author': 'Sakai, S', 'author_abbreviated': 'Sakai S', 'first_name': 'S', 'last_name': 'Sakai'}"", ""{'author': 'Ito, T', 'author_abbreviated': 'Ito T', 'first_name': 'T', 'last_name': 'Ito'}""]",jpn,,
6561,JOUR,A study of rotavirus diarrhoea in children in a north Indian community.,,"[""{'author': 'Panigrahi, D', 'author_abbreviated': 'Panigrahi D', 'first_name': 'D', 'last_name': 'Panigrahi'}"", ""{'author': 'Agarwal, K C', 'author_abbreviated': 'Agarwal KC', 'first_name': 'K C', 'last_name': 'Agarwal'}"", ""{'author': 'Kaur, T', 'author_abbreviated': 'Kaur T', 'first_name': 'T', 'last_name': 'Kaur'}"", ""{'author': 'Ayyagari, A', 'author_abbreviated': 'Ayyagari A', 'first_name': 'A', 'last_name': 'Ayyagari'}"", ""{'author': 'Walia, B N', 'author_abbreviated': 'Walia BN', 'first_name': 'B N', 'last_name': 'Walia'}""]",eng,"['*Age Factors', 'Asia', 'Biology', '*Case Studies', 'Demographic Factors', 'Developing Countries', '*Diarrhea', '*Diseases', 'Economic Factors', '*Gastrointestinal Effects', 'India', '*Low Income Population', '*Oral Rehydration', 'Physiology', 'Population', 'Population Characteristics', 'Research Methodology', '*Research Report', '*Rural Population', 'Social Class', 'Socioeconomic Factors', 'Socioeconomic Status', '*Southern Asia', 'Studies', '*Treatment', '*Urban Population', '*Viral Diseases']",
6572,JOUR,Potential exposure of Utah Army National Guard personnel to giardiasis during field training exercises: a preliminary survey.,,"[""{'author': 'Laxer, M A', 'author_abbreviated': 'Laxer MA', 'first_name': 'M A', 'last_name': 'Laxer'}""]",eng,,
6573,JOUR,Interventions for the control of diarrhoeal diseases among young children: rotavirus and cholera immunization.,,"[""{'author': 'de Zoysa, I', 'author_abbreviated': 'de Zoysa I', 'first_name': 'I', 'last_name': 'de Zoysa'}"", ""{'author': 'Feachem, R G', 'author_abbreviated': 'Feachem RG', 'first_name': 'R G', 'last_name': 'Feachem'}""]",eng,"['Age Factors', 'Asia', 'Bangladesh', 'Biology', '*Child', '*Child Mortality', '*Delivery Of Health Care', '*Demographic Factors', '*Diarrhea', '*Diarrhea, Infantile--prevention and control', '*Diseases', '*Evaluation', '*Gastrointestinal Effects', 'Health', '*Health Services', '*Immunization--beneficial effects', '*Immunization--cost', '*Incidence--changes', '*Measurement', '*Medicine', '*Morbidity', '*Mortality', 'Physiology', 'Population', 'Population Characteristics', '*Population Dynamics', '*Preventive Medicine', 'Primary Health Care', 'Research Methodology', 'Southern Asia', '*Vaccination', 'Youth']",
6582,JOUR,Occurrence & significance of Campylobacter jejuni in Calcutta.,,"[""{'author': 'Nair, G B', 'author_abbreviated': 'Nair GB', 'first_name': 'G B', 'last_name': 'Nair'}"", ""{'author': 'Chowdhury, S', 'author_abbreviated': 'Chowdhury S', 'first_name': 'S', 'last_name': 'Chowdhury'}"", ""{'author': 'Bhattacharya, S K', 'author_abbreviated': 'Bhattacharya SK', 'first_name': 'S K', 'last_name': 'Bhattacharya'}"", ""{'author': 'Pal, S C', 'author_abbreviated': 'Pal SC', 'first_name': 'S C', 'last_name': 'Pal'}""]",eng,,
6587,JOUR,Age distribution and seasonal pattern of rotavirus infection in children in Kenya.,,"[""{'author': 'Mutanda, L N', 'author_abbreviated': 'Mutanda LN', 'first_name': 'L N', 'last_name': 'Mutanda'}"", ""{'author': 'Kinoti, S N', 'author_abbreviated': 'Kinoti SN', 'first_name': 'S N', 'last_name': 'Kinoti'}"", ""{'author': 'Gemert, W', 'author_abbreviated': 'Gemert W', 'first_name': 'W', 'last_name': 'Gemert'}"", ""{'author': 'Lichenga, E O', 'author_abbreviated': 'Lichenga EO', 'first_name': 'E O', 'last_name': 'Lichenga'}""]",eng,"['Africa', '*Africa South Of The Sahara', '*Age Factors', 'Biology', 'Blacks', '*Child', 'Demographic Factors', 'Developing Countries', '*Diarrhea', '*Diarrhea, Infantile', '*Diseases', '*Eastern Africa', '*Ecology', 'English Speaking Africa', 'Environment', 'Ethnic Groups', '*Gastrointestinal Effects', 'Hospitals', 'Kenya', 'Physiology', 'Population', 'Population Characteristics', 'Population Dynamics', '*Research Report', 'Sampling Studies', '*Seasonal Variation', '*Time Factors', '*Viral Diseases', 'Youth']",
6594,JOUR,[A clinical analysis of 88 cases of Campylobacter enteritis].,,"[""{'author': 'Shen, B C', 'author_abbreviated': 'Shen BC', 'first_name': 'B C', 'last_name': 'Shen'}""]",chi,,
6598,JOUR,Giardiasis--a recent investigation.,,"[""{'author': 'Allison, D J', 'author_abbreviated': 'Allison DJ', 'first_name': 'D J', 'last_name': 'Allison'}""]",eng,,
6610,JOUR,"Epidemiology of rotavirus infection in Tokyo during two winter seasons, as revealed by analyses of recovered viral RNA.",,"[""{'author': 'Ushijima, H', 'author_abbreviated': 'Ushijima H', 'first_name': 'H', 'last_name': 'Ushijima'}"", ""{'author': 'Kim, B', 'author_abbreviated': 'Kim B', 'first_name': 'B', 'last_name': 'Kim'}"", ""{'author': 'Tajima, T', 'author_abbreviated': 'Tajima T', 'first_name': 'T', 'last_name': 'Tajima'}"", ""{'author': 'Araki, K', 'author_abbreviated': 'Araki K', 'first_name': 'K', 'last_name': 'Araki'}"", ""{'author': 'Yoshino, K', 'author_abbreviated': 'Yoshino K', 'first_name': 'K', 'last_name': 'Yoshino'}"", ""{'author': 'Shinozaki, T', 'author_abbreviated': 'Shinozaki T', 'first_name': 'T', 'last_name': 'Shinozaki'}"", ""{'author': 'Fujii, R', 'author_abbreviated': 'Fujii R', 'first_name': 'R', 'last_name': 'Fujii'}""]",eng,,10.1007/BF00442598
6615,JOUR,Genetic probing of Campylobacter jejuni for cholera toxin and Escherichia coli heat-labile enterotoxin.,,"[""{'author': 'Olsvik, O', 'author_abbreviated': 'Olsvik O', 'first_name': 'O', 'last_name': 'Olsvik'}"", ""{'author': 'Wachsmuth, K', 'author_abbreviated': 'Wachsmuth K', 'first_name': 'K', 'last_name': 'Wachsmuth'}"", ""{'author': 'Morris, G', 'author_abbreviated': 'Morris G', 'first_name': 'G', 'last_name': 'Morris'}"", ""{'author': 'Feeley, J C', 'author_abbreviated': 'Feeley JC', 'first_name': 'J C', 'last_name': 'Feeley'}""]",eng,,10.1016/s0140-6736(84)91773-2
6620,JOUR,[Epidemiology of rotavirus infections--a review].,,"[""{'author': 'Rockstroh, T', 'author_abbreviated': 'Rockstroh T', 'first_name': 'T', 'last_name': 'Rockstroh'}""]",ger,,
6621,JOUR,[Epidemiology of Rotavirus infections].,,"[""{'author': 'Rockstroh, T', 'author_abbreviated': 'Rockstroh T', 'first_name': 'T', 'last_name': 'Rockstroh'}""]",pol,,
6626,JOUR,The molecular epidemiology of rotavirus gastroenteritis.,,"[""{'author': 'Estes, M K', 'author_abbreviated': 'Estes MK', 'first_name': 'M K', 'last_name': 'Estes'}"", ""{'author': 'Graham, D Y', 'author_abbreviated': 'Graham DY', 'first_name': 'D Y', 'last_name': 'Graham'}"", ""{'author': 'Dimitrov, D H', 'author_abbreviated': 'Dimitrov DH', 'first_name': 'D H', 'last_name': 'Dimitrov'}""]",eng,,
6630,JOUR,[Epidemiology of campylobacteriosis].,,"[""{'author': 'Chaĭka, N A', 'author_abbreviated': 'Chaĭka NA', 'first_name': 'N A', 'last_name': 'Chaĭka'}""]",rus,,
6656,JOUR,Virological survey of children in Nyeri and Mombasa. Monthly survey of rotavirus in faeces.,,"[""{'author': 'Makino, Y', 'author_abbreviated': 'Makino Y', 'first_name': 'Y', 'last_name': 'Makino'}"", ""{'author': 'Matsumoto, I', 'author_abbreviated': 'Matsumoto I', 'first_name': 'I', 'last_name': 'Matsumoto'}"", ""{'author': 'Chiba, Y', 'author_abbreviated': 'Chiba Y', 'first_name': 'Y', 'last_name': 'Chiba'}"", ""{'author': 'Mohammed, O A', 'author_abbreviated': 'Mohammed OA', 'first_name': 'O A', 'last_name': 'Mohammed'}"", ""{'author': 'Ogaja, P O', 'author_abbreviated': 'Ogaja PO', 'first_name': 'P O', 'last_name': 'Ogaja'}"", ""{'author': 'Kibue, A M', 'author_abbreviated': 'Kibue AM', 'first_name': 'A M', 'last_name': 'Kibue'}"", ""{'author': 'Muli, J M', 'author_abbreviated': 'Muli JM', 'first_name': 'J M', 'last_name': 'Muli'}"", ""{'author': 'Nakitare, G W', 'author_abbreviated': 'Nakitare GW', 'first_name': 'G W', 'last_name': 'Nakitare'}""]",eng,,
6660,JOUR,[Incidence and types of rotavirus in relation to the age of the patients and different times of the year].,,"[""{'author': 'Alvarez-Muñoz, M T', 'author_abbreviated': 'Alvarez-Muñoz MT', 'first_name': 'M T', 'last_name': 'Alvarez-Muñoz'}"", ""{'author': 'Ruiz-Gómez, J', 'author_abbreviated': 'Ruiz-Gómez J', 'first_name': 'J', 'last_name': 'Ruiz-Gómez'}"", ""{'author': 'Palacios-Treviño, J', 'author_abbreviated': 'Palacios-Treviño J', 'first_name': 'J', 'last_name': 'Palacios-Treviño'}"", ""{'author': 'Morales-Castillo, M E', 'author_abbreviated': 'Morales-Castillo ME', 'first_name': 'M E', 'last_name': 'Morales-Castillo'}"", ""{'author': 'Cedillo, R', 'author_abbreviated': 'Cedillo R', 'first_name': 'R', 'last_name': 'Cedillo'}""]",spa,,
6661,JOUR,[Incidence of rotavirus infection in children hospitalized for acute diarrhea].,,"[""{'author': 'Nigro, G', 'author_abbreviated': 'Nigro G', 'first_name': 'G', 'last_name': 'Nigro'}"", ""{'author': 'Pacella, M E', 'author_abbreviated': 'Pacella ME', 'first_name': 'M E', 'last_name': 'Pacella'}"", ""{'author': 'Patanè, E', 'author_abbreviated': 'Patanè E', 'first_name': 'E', 'last_name': 'Patanè'}"", ""{'author': 'Midulla, M', 'author_abbreviated': 'Midulla M', 'first_name': 'M', 'last_name': 'Midulla'}""]",ita,,
